Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Quantity (bin),Region,Row ID,Ship Date,Ship Mode,State,Sub-Category,Profit,Quantity,Sales,Sales Agent ID
Office Supplies,Oceanside,United States,EG-13900,Emily Grady,03-12-2018,US-150861-2018_12_03,11572,OFF-LA-10001317,Avery 520,2,East,732,06-12-2018,First Class,New York,Labels,1.89,2,6.3,31
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,2,West,733,25-01-2019,Standard Class,Washington,Storage,72.882,3,242.94,46
Technology,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,TEC-AC-10003610,LogitechÊIlluminated - Keyboard,2,West,734,25-01-2019,Standard Class,Washington,Accessories,53.991,3,179.97,46
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,6,West,735,25-01-2019,Standard Class,Washington,Binders,29.9088,6,99.696,46
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,4,West,736,25-01-2019,Standard Class,Washington,Binders,8.3808,4,27.936,46
Furniture,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,0,West,737,25-01-2019,Standard Class,Washington,Bookcases,25.494,1,84.98,46
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,21-01-2019,CA-131954-2019_01_21,98115,OFF-BI-10000138,Acco Translucent Poly Ring Binders,4,West,738,25-01-2019,Standard Class,Washington,Binders,5.616,5,18.72,46
Technology,San Francisco,United States,GZ-14470,Gary Zandusky,08-09-2016,CA-132500-2016_09_08,94110,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,2,West,739,12-09-2016,Standard Class,California,Accessories,14.994,2,49.98,4
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-2016,CA-112326-2016_01_04,60540,OFF-LA-10003223,Avery 508,2,Central,740,08-01-2016,Standard Class,Illinois,Labels,3.5352,3,11.784,12
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-2016,CA-112326-2016_01_04,60540,OFF-ST-10002743,SAFCO Boltless Steel Shelving,2,Central,741,08-01-2016,Standard Class,Illinois,Storage,81.8208,3,272.736,12
Office Supplies,Naperville,United States,PO-19195,Phillina Ober,04-01-2016,CA-112326-2016_01_04,60540,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,2,Central,742,08-01-2016,Standard Class,Illinois,Binders,1.062,2,3.54,12
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-2018,US-146710-2018_08_27,75220,OFF-SU-10004498,Martin-Yale Premier Letter Opener,4,Central,743,01-09-2018,Standard Class,Texas,Supplies,15.456,5,51.52,42
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-2018,US-146710-2018_08_27,75220,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",0,Central,744,01-09-2018,Standard Class,Texas,Paper,1.0584,1,3.528,42
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-2018,US-146710-2018_08_27,75220,OFF-PA-10004971,Xerox 196,0,Central,745,01-09-2018,Standard Class,Texas,Paper,1.3872,1,4.624,42
Office Supplies,Dallas,United States,SS-20875,Sung Shariari,27-08-2018,US-146710-2018_08_27,75220,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",4,Central,746,01-09-2018,Standard Class,Texas,Supplies,16.5504,4,55.168,42
Furniture,San Diego,United States,MH-17785,Maya Herman,27-05-2016,CA-124429-2016_05_27,92105,FUR-TA-10002607,KI Conference Tables,10,West,747,27-05-2016,Same Day,California,Tables,170.136,10,567.12,4
Office Supplies,San Diego,United States,MH-17785,Maya Herman,27-05-2016,CA-124429-2016_05_27,92105,OFF-ST-10001809,Fellowes Officeware Wire Shelving,4,West,748,27-05-2016,Same Day,California,Storage,107.796,4,359.32,4
Technology,Evanston,United States,PB-19105,Peter BŸhler,20-03-2018,CA-150889-2018_03_20,60201,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,0,Central,749,22-03-2018,Second Class,Illinois,Phones,3.5976,1,11.992,12
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-2019,CA-126074-2019_10_02,48183,OFF-BI-10003638,GBC Durable Plastic Covers,2,Central,750,06-10-2019,Standard Class,Michigan,Binders,17.415,3,58.05,21
Furniture,Trenton,United States,RF-19735,Roland Fjeld,02-10-2019,CA-126074-2019_10_02,48183,FUR-FU-10003577,Nu-Dell Leatherette Frames,10,Central,751,06-10-2019,Standard Class,Michigan,Furnishings,47.322,11,157.74,21
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-2019,CA-126074-2019_10_02,48183,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6,Central,752,06-10-2019,Standard Class,Michigan,Art,17.094,7,56.98,21
Office Supplies,Trenton,United States,RF-19735,Roland Fjeld,02-10-2019,CA-126074-2019_10_02,48183,OFF-BI-10000546,Avery Durable Binders,0,Central,753,06-10-2019,Standard Class,Michigan,Binders,0.864,1,2.88,21
Technology,San Francisco,United States,YC-21895,Yoseph Carroll,07-04-2018,CA-110499-2018_04_07,94110,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,2,West,754,09-04-2018,First Class,California,Copiers,359.9928,3,1199.976,4
Furniture,Los Angeles,United States,MS-17830,Melanie Seite,07-12-2017,CA-135272-2017_12_07,90036,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,4,West,755,12-12-2017,Standard Class,California,Furnishings,23.976,4,79.92,4
Furniture,Jacksonville,United States,NB-18655,Nona Balk,18-09-2018,CA-140928-2018_09_18,32216,FUR-TA-10001095,Chromcraft Round Conference Tables,4,South,756,22-09-2018,Standard Class,Florida,Tables,115.0314,4,383.438,9
Office Supplies,Cottage Grove,United States,DC-13285,Debra Catini,29-12-2016,CA-106803-2016_12_29,55016,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,2,Central,757,02-01-2017,Standard Class,Minnesota,Storage,7.368,2,24.56,22
Technology,Cottage Grove,United States,DC-13285,Debra Catini,29-12-2016,CA-106803-2016_12_29,55016,TEC-AC-10001267,ImationÊ32GB Pocket Pro USB 3.0ÊFlash DriveÊ- 32 GB - Black - 1 P ...,4,Central,758,02-01-2017,Standard Class,Minnesota,Accessories,35.94,4,119.8,22
Office Supplies,New York City,United States,CP-12340,Christine Phan,23-07-2019,CA-117240-2019_07_23,10009,OFF-BI-10000848,Angle-D Ring Binders,2,East,759,28-07-2019,Standard Class,New York,Binders,3.9384,3,13.128,31
Office Supplies,Green Bay,United States,BF-11020,Barry Franzšsisch,18-09-2019,CA-133333-2019_09_18,54302,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",4,Central,760,22-09-2019,Standard Class,Wisconsin,Paper,6.816,4,22.72,48
Office Supplies,Los Angeles,United States,AR-10510,Andrew Roberts,31-08-2017,CA-112319-2017_08_31,90004,OFF-PA-10003441,Xerox 226,8,West,761,05-09-2017,Standard Class,California,Paper,17.496,9,58.32,4
Office Supplies,Atlanta,United States,JC-16105,Julie Creighton,03-11-2019,CA-126046-2019_11_03,30318,OFF-LA-10004484,Avery 476,2,South,762,07-11-2019,Standard Class,Georgia,Labels,3.717,3,12.39,10
Technology,Columbus,United States,LH-17020,Lisa Hazard,08-02-2017,CA-114923-2017_02_08,43229,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,2,East,763,13-02-2017,Standard Class,Ohio,Phones,32.3946,3,107.982,34
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-2016,CA-162775-2016_01_13,71111,OFF-EN-10001990,Staple envelope,2,South,764,15-01-2016,Second Class,Louisiana,Envelopes,3.408,2,11.36,17
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-2016,CA-162775-2016_01_13,71111,OFF-EN-10001532,Brown Kraft Recycled Envelopes,2,South,765,15-01-2016,Second Class,Louisiana,Envelopes,15.282,3,50.94,17
Technology,Bossier City,United States,CS-12250,Chris Selesnick,13-01-2016,CA-162775-2016_01_13,71111,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,6,South,766,15-01-2016,Second Class,Louisiana,Accessories,194.022,6,646.74,17
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-2016,CA-162775-2016_01_13,71111,OFF-BI-10004187,3-ring staple pack,2,South,767,15-01-2016,Second Class,Louisiana,Binders,1.692,3,5.64,17
Office Supplies,Bossier City,United States,CS-12250,Chris Selesnick,13-01-2016,CA-162775-2016_01_13,71111,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,6,South,768,15-01-2016,Second Class,Louisiana,Storage,171.774,6,572.58,17
Furniture,Saint Petersburg,United States,AJ-10795,Anthony Johnson,14-05-2016,CA-106810-2016_05_14,33710,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,2,South,769,20-05-2016,Standard Class,Florida,Furnishings,93.264,2,310.88,9
Furniture,Arlington,United States,LE-16810,Laurel Elliston,19-05-2018,CA-157245-2018_05_19,22204,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,2,South,770,24-05-2018,Standard Class,Virginia,Chairs,192.588,2,641.96,45
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,2,Central,771,05-02-2019,Standard Class,Iowa,Binders,5.484,2,18.28,14
Technology,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,TEC-PH-10004614,AT&T 841000 Phone,2,Central,772,05-02-2019,Standard Class,Iowa,Phones,62.1,3,207,14
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,OFF-BI-10000301,GBC Instant Report Kit,4,Central,773,05-02-2019,Standard Class,Iowa,Binders,9.705,5,32.35,14
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,0,Central,774,05-02-2019,Standard Class,Iowa,Binders,2.313,1,7.71,14
Office Supplies,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,2,Central,775,05-02-2019,Standard Class,Iowa,Art,12.09,2,40.3,14
Furniture,Des Moines,United States,BV-11245,Benjamin Venier,30-01-2019,CA-104220-2019_01_30,50315,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6,Central,776,05-02-2019,Standard Class,Iowa,Furnishings,10.374,7,34.58,14
Office Supplies,Cincinnati,United States,DL-12865,Dan Lawera,29-06-2016,CA-165974-2016_06_29,45231,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",6,East,777,06-07-2016,Standard Class,Ohio,Art,9.828,7,32.76,34
Furniture,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-2017,CA-144267-2017_08_21,94110,FUR-CH-10002335,Hon GuestStacker Chair,2,West,778,23-08-2017,First Class,California,Chairs,163.2024,3,544.008,4
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-2017,CA-144267-2017_08_21,94110,OFF-PA-10000157,Xerox 191,2,West,779,23-08-2017,First Class,California,Paper,17.982,3,59.94,4
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-2017,CA-144267-2017_08_21,94110,OFF-PA-10001947,Xerox 1974,4,West,780,23-08-2017,First Class,California,Paper,7.176,4,23.92,4
Office Supplies,San Francisco,United States,NZ-18565,Nick Zandusky,21-08-2017,CA-144267-2017_08_21,94110,OFF-PA-10003657,Xerox 1927,0,West,781,23-08-2017,First Class,California,Paper,1.284,1,4.28,4
Office Supplies,Columbus,United States,BM-11785,Bryan Mills,03-10-2017,US-157014-2017_10_03,43229,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,4,East,782,06-10-2017,Second Class,Ohio,Binders,9.621,5,32.07,34
Technology,Columbus,United States,BM-11785,Bryan Mills,03-10-2017,US-157014-2017_10_03,43229,TEC-AC-10002167,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,2,East,783,06-10-2017,Second Class,Ohio,Accessories,7.2,2,24,34
Furniture,Columbus,United States,BM-11785,Bryan Mills,03-10-2017,US-157014-2017_10_03,43229,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",0,East,784,06-10-2017,Second Class,Ohio,Bookcases,10.647,1,35.49,34
Technology,Columbus,United States,BM-11785,Bryan Mills,03-10-2017,US-157014-2017_10_03,43229,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,2,East,785,06-10-2017,Second Class,Ohio,Accessories,14.3952,2,47.984,34
Office Supplies,Columbia,United States,EA-14035,Erin Ashbrook,23-05-2017,CA-154921-2017_05_23,29203,OFF-EN-10000056,Cameo Buff Policy Envelopes,2,South,786,28-05-2017,Standard Class,South Carolina,Envelopes,56.007,3,186.69,39
Office Supplies,Lancaster,United States,CL-12565,Clay Ludtke,17-03-2019,CA-129567-2019_03_17,93534,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,2,West,787,21-03-2019,Second Class,California,Binders,5.2368,2,17.456,4
Furniture,Lancaster,United States,LT-17110,Liz Thompson,12-12-2017,CA-154620-2017_12_12,93534,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",2,West,788,16-12-2017,Standard Class,California,Chairs,104.6784,2,348.928,4
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-2017,CA-115938-2017_06_26,23223,OFF-BI-10001543,GBC VeloBinder Manual Binding System,4,South,789,30-06-2017,Standard Class,Virginia,Binders,43.188,4,143.96,45
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-2017,CA-115938-2017_06_26,23223,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",0,South,790,30-06-2017,Standard Class,Virginia,Storage,4.626,1,15.42,45
Office Supplies,Richmond,United States,SA-20830,Sue Ann Reed,26-06-2017,CA-115938-2017_06_26,23223,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8,South,791,30-06-2017,Standard Class,Virginia,Binders,12.912,8,43.04,45
Furniture,Richmond,United States,SA-20830,Sue Ann Reed,26-06-2017,CA-115938-2017_06_26,23223,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,2,South,792,30-06-2017,Standard Class,Virginia,Chairs,99.882,3,332.94,45
Technology,Asheville,United States,JK-15730,Joe Kamberova,20-05-2018,CA-105256-2018_05_20,28806,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,4,South,793,20-05-2018,Same Day,North Carolina,Phones,409.188,5,1363.96,32
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,20-09-2016,CA-156433-2016_09_20,94110,OFF-LA-10001569,Avery 499,2,West,794,26-09-2016,Standard Class,California,Labels,2.988,2,9.96,4
Office Supplies,San Francisco,United States,ES-14020,Erica Smith,20-09-2016,CA-156433-2016_09_20,94110,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",4,West,795,26-09-2016,Standard Class,California,Paper,6.516,4,21.72,4
Office Supplies,Rochester,United States,RH-19495,Rick Hansen,21-09-2019,CA-151428-2019_09_21,55901,OFF-BI-10000546,Avery Durable Binders,6,Central,796,26-09-2019,Standard Class,Minnesota,Binders,6.048,7,20.16,22
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-2017,CA-124653-2017_12_24,14609,OFF-PA-10000176,Xerox 1887,6,East,797,26-12-2017,First Class,New York,Paper,39.837,7,132.79,31
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-2017,CA-124653-2017_12_24,14609,OFF-PA-10002365,Xerox 1967,2,East,798,26-12-2017,First Class,New York,Paper,3.888,2,12.96,31
Office Supplies,Rochester,United States,DB-13120,David Bremer,24-12-2017,CA-124653-2017_12_24,14609,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6,East,799,26-12-2017,First Class,New York,Labels,6.468,7,21.56,31
Furniture,Lake Elsinore,United States,CD-11920,Carlos Daly,27-11-2017,CA-101910-2017_11_27,92530,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",4,West,800,03-12-2017,Standard Class,California,Chairs,85.176,5,283.92,4
Furniture,San Diego,United States,HW-14935,Helen Wasserman,20-02-2019,CA-105809-2019_02_20,92105,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",0,West,801,23-02-2019,First Class,California,Furnishings,6.669,1,22.23,4
Technology,San Diego,United States,HW-14935,Helen Wasserman,20-02-2019,CA-105809-2019_02_20,92105,TEC-PH-10001580,Logitech Mobile Speakerphone P710e -Êspeaker phone,2,West,802,23-02-2019,First Class,California,Phones,64.7904,2,215.968,4
Office Supplies,New York City,United States,HW-14935,Helen Wasserman,18-08-2018,CA-136133-2018_08_18,10024,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,8,East,803,23-08-2018,Second Class,New York,Appliances,106.596,9,355.32,31
Office Supplies,Monroe,United States,MC-18130,Mike Caudle,12-03-2018,CA-115504-2018_03_12,71203,OFF-PA-10003953,Xerox 218,2,South,804,17-03-2018,Standard Class,Louisiana,Paper,3.888,2,12.96,17
Furniture,San Francisco,United States,GM-14440,Gary McGarr,22-04-2019,CA-135783-2019_04_22,94122,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",2,West,805,24-04-2019,First Class,California,Furnishings,5.484,2,18.28,4
Office Supplies,Denver,United States,RA-19915,Russell Applegate,01-11-2016,CA-134313-2016_11_01,80219,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,2,West,806,07-11-2016,Standard Class,Colorado,Art,12.9528,3,43.176,5
Technology,Denver,United States,RA-19915,Russell Applegate,01-11-2016,CA-134313-2016_11_01,80219,TEC-PH-10001795,ClearOne CHATAttach 160 -Êspeaker phone,4,West,807,07-11-2016,Standard Class,Colorado,Phones,595.1904,4,1983.968,5
Furniture,Omaha,United States,AA-10375,Allen Armold,03-02-2017,CA-140921-2017_02_03,68104,FUR-FU-10003347,Coloredge Poster Frame,2,Central,808,05-02-2017,First Class,Nebraska,Furnishings,8.52,2,28.4,26
Technology,Omaha,United States,AA-10375,Allen Armold,03-02-2017,CA-140921-2017_02_03,68104,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,2,Central,809,05-02-2017,First Class,Nebraska,Accessories,44.991,3,149.97,26
Office Supplies,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-2016,CA-151995-2016_10_13,98026,OFF-AR-10003190,Newell 32,4,West,810,15-10-2016,First Class,Washington,Art,3.456,4,11.52,46
Furniture,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-2016,CA-151995-2016_10_13,98026,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",4,West,811,15-10-2016,First Class,Washington,Tables,389.565,5,1298.55,46
Office Supplies,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-2016,CA-151995-2016_10_13,98026,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,4,West,812,15-10-2016,First Class,Washington,Appliances,64.176,4,213.92,46
Technology,Edmonds,United States,ZC-21910,Zuschuss Carroll,13-10-2016,CA-151995-2016_10_13,98026,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,2,West,813,15-10-2016,First Class,Washington,Accessories,7.734,2,25.78,46
Furniture,Santa Ana,United States,PJ-19015,Pauline Johnson,14-05-2019,CA-143686-2019_05_14,92704,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",2,West,814,14-05-2019,Same Day,California,Furnishings,5.484,2,18.28,4
Technology,Santa Ana,United States,PJ-19015,Pauline Johnson,14-05-2019,CA-143686-2019_05_14,92704,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,6,West,815,14-05-2019,Same Day,California,Accessories,419.979,7,1399.93,4
Office Supplies,Milwaukee,United States,BW-11110,Bart Watters,20-03-2017,CA-106565-2017_03_20,53209,OFF-PA-10000061,Xerox 205,8,Central,816,23-03-2017,First Class,Wisconsin,Paper,15.552,8,51.84,48
Office Supplies,Philadelphia,United States,DB-13210,Dean Braden,15-09-2018,CA-149370-2018_09_15,19140,OFF-PA-10003651,Xerox 1968,0,East,817,19-09-2018,Standard Class,Pennsylvania,Paper,1.6032,1,5.344,37
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,28-06-2016,CA-140858-2016_06_28,19140,OFF-PA-10000304,Xerox 1995,8,East,818,02-07-2016,Standard Class,Pennsylvania,Paper,12.4416,8,41.472,37
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,28-06-2016,CA-140858-2016_06_28,19140,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,2,East,819,02-07-2016,Standard Class,Pennsylvania,Binders,0.9504,3,3.168,37
Furniture,Philadelphia,United States,CA-12775,Cynthia Arntzen,28-06-2016,CA-140858-2016_06_28,19140,FUR-CH-10001394,Global Leather Executive Chair,4,East,820,02-07-2016,Standard Class,Pennsylvania,Chairs,368.5395,5,1228.465,37
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,28-06-2016,CA-140858-2016_06_28,19140,OFF-BI-10004230,GBC Recycled Grain Textured Covers,2,East,821,02-07-2016,Standard Class,Pennsylvania,Binders,9.3258,3,31.086,37
Office Supplies,Philadelphia,United States,CA-12775,Cynthia Arntzen,28-06-2016,CA-140858-2016_06_28,19140,OFF-PA-10003395,Xerox 1941,4,East,822,02-07-2016,Standard Class,Pennsylvania,Paper,100.656,4,335.52,37
Technology,Belleville,United States,TR-21325,Toby Ritter,20-06-2019,CA-101434-2019_06_20,07109,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,2,East,823,27-06-2019,Standard Class,New Jersey,Accessories,71.991,3,239.97,29
Office Supplies,Belleville,United States,TR-21325,Toby Ritter,20-06-2019,CA-101434-2019_06_20,07109,OFF-LA-10003223,Avery 508,2,East,824,27-06-2019,Standard Class,New Jersey,Labels,2.946,2,9.82,29
Technology,San Francisco,United States,PG-18820,Patrick Gardner,09-05-2016,US-102071-2016_05_09,94110,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,4,West,825,15-05-2016,Standard Class,California,Accessories,20.34,4,67.8,4
Technology,San Francisco,United States,PG-18820,Patrick Gardner,09-05-2016,US-102071-2016_05_09,94110,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,2,West,826,15-05-2016,Standard Class,California,Accessories,50.391,3,167.97,4
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,21-08-2019,CA-126956-2019_08_21,55044,OFF-FA-10002280,Advantus Plastic Paper Clips,6,Central,827,28-08-2019,Standard Class,Minnesota,Fasteners,10.5,7,35,22
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,21-08-2019,CA-126956-2019_08_21,55044,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,4,Central,828,28-08-2019,Standard Class,Minnesota,Supplies,11.172,4,37.24,22
Office Supplies,Lakeville,United States,GT-14710,Greg Tran,21-08-2019,CA-126956-2019_08_21,55044,OFF-EN-10004459,Security-Tint Envelopes,2,Central,829,28-08-2019,Standard Class,Minnesota,Envelopes,4.584,2,15.28,22
Furniture,Florence,United States,JE-15745,Joel Eaton,16-06-2019,CA-129462-2019_06_16,41042,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",2,South,830,21-06-2019,Second Class,Kentucky,Chairs,90.588,2,301.96,16
Office Supplies,Florence,United States,JE-15745,Joel Eaton,16-06-2019,CA-129462-2019_06_16,41042,OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",2,South,831,21-06-2019,Second Class,Kentucky,Appliances,54.198,3,180.66,16
Technology,Florence,United States,JE-15745,Joel Eaton,16-06-2019,CA-129462-2019_06_16,41042,TEC-PH-10001557,Pyle PMP37LED,2,South,832,21-06-2019,Second Class,Kentucky,Phones,57.594,2,191.98,16
Technology,Florence,United States,JE-15745,Joel Eaton,16-06-2019,CA-129462-2019_06_16,41042,TEC-PH-10002085,Clarity 53712,0,South,833,21-06-2019,Second Class,Kentucky,Phones,19.797,1,65.99,16
Office Supplies,Tampa,United States,JB-15400,Jennifer Braxton,23-07-2018,CA-165316-2018_07_23,33614,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,2,South,834,27-07-2018,Standard Class,Florida,Art,10.5648,2,35.216,9
Office Supplies,Tampa,United States,JB-15400,Jennifer Braxton,23-07-2018,CA-165316-2018_07_23,33614,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",2,South,835,27-07-2018,Standard Class,Florida,Appliances,7.1088,2,23.696,9
Technology,Tampa,United States,JB-15400,Jennifer Braxton,23-07-2018,CA-165316-2018_07_23,33614,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,0,South,836,27-07-2018,Standard Class,Florida,Machines,79.6425,1,265.475,9
Office Supplies,Tyler,United States,LH-17020,Lisa Hazard,08-09-2016,US-115987-2016_09_08,75701,OFF-BI-10001071,GBC ProClick Punch Binding System,4,Central,837,13-09-2016,Second Class,Texas,Binders,15.3552,4,51.184,42
Office Supplies,Columbia,United States,JL-15175,James Lanier,04-11-2019,US-156083-2019_11_04,38401,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4Ó x 11Ó",2,South,838,11-11-2019,Standard Class,Tennessee,Paper,2.8992,2,9.664,41
Technology,Fort Worth,United States,EB-13705,Ed Braxton,07-03-2018,US-137547-2018_03_07,76106,TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,2,Central,839,12-03-2018,Standard Class,Texas,Phones,6.3216,3,21.072,42
Office Supplies,New York City,United States,BM-11650,Brian Moss,20-11-2017,CA-100454-2017_11_20,10035,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,2,East,840,25-11-2017,Standard Class,New York,Art,18.135,3,60.45,31
Office Supplies,New York City,United States,BM-11650,Brian Moss,20-11-2017,CA-100454-2017_11_20,10035,OFF-AR-10002578,Newell 335,4,East,841,25-11-2017,Standard Class,New York,Art,3.456,4,11.52,31
Furniture,New York City,United States,BM-11650,Brian Moss,20-11-2017,CA-100454-2017_11_20,10035,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,4,East,842,25-11-2017,Standard Class,New York,Bookcases,55.8144,4,186.048,31
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,07-11-2018,CA-161669-2018_11_07,90036,OFF-BI-10001294,Fellowes Binding Cases,4,West,843,09-11-2018,First Class,California,Binders,11.232,4,37.44,4
Office Supplies,Los Angeles,United States,EM-14095,Eudokia Martin,07-11-2018,CA-161669-2018_11_07,90036,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,4,West,844,09-11-2018,First Class,California,Binders,8.0928,4,26.976,4
